2 -0.0010302059,6.0333172e-05,0.003460417,0.0009506366,-0.011053916,-0.00050540053 0.00071654766,3.5125264e-05,0.0030632636,0.0016327755,0.009888678,0.00035975862
3 -0.001341099,6.751575e-05,0.0031582925,0.00097262085,-0.015653033,-0.00035919252 0.0008144189,4.1347124e-05,0.002563466,0.0015943554,0.01386395,0.00027747967
4 -0.0007762392,4.864911e-05,0.0029051767,0.00093011727,-0.013828021,-0.00041615524 0.0007252646,7.460234e-05,0.0027090039,0.0015940842,0.012667115,0.00029972292
5 -0.0012380925,5.600102e-05,0.0034592266,0.00095041195,-0.012589525,-0.0004396932 0.0007991909,5.8701906e-05,0.0028689078,0.0016614535,0.011158227,0.0002994249
6 -0.0012272248,4.5245008e-05,0.0030932454,0.000840532,-0.0133660585,-0.00033757757 0.00103315,2.6383024e-05,0.0026997318,0.0016196867,0.012028258,0.00020089878
7 -0.0010917764,3.0752155e-05,0.003239595,0.0009067348,-0.012918977,-0.00038573798 0.0009265155,7.032984e-05,0.0029951527,0.0016964269,0.011663438,0.0003101137
8 -0.0013104073,6.176691e-05,0.0035155145,0.0009534379,-0.012514392,-0.0005065513 0.0008376189,3.4261793e-05,0.0029271324,0.0016595951,0.0109501425,0.00027969672
9 -0.0012622565,6.564764e-05,0.0037501417,0.0010179052,-0.012148629,-0.0005514376 0.00079456426,3.6344292e-05,0.003182154,0.001724376,0.01061835,0.000301732
10 -0.001048354,7.185977e-05,0.003822711,0.0010536584,-0.011572265,-0.00057711423 0.0007661996,3.9269285e-05,0.0034474302,0.001800248,0.010316,0.00036081317
11 -0.00084280135,6.203774e-05,0.0037856705,0.0010397957,-0.010137646,-0.00058976846 0.0006563521,5.8840098e-05,0.0035997082,0.0017975549,0.009125702,0.00043725624
12 -0.0009338873,4.9863436e-05,0.0034751133,0.00095071935,-0.010375703,-0.00051999034 0.0007072991,4.5563876e-05,0.0031927356,0.0016505715,0.009304739,0.00035257658
13 -0.00076690293,5.5294247e-05,0.0037128273,0.0010233669,-0.009483607,-0.00058667216 0.0006096448,6.32673e-05,0.0035386954,0.001739375,0.00858244,0.00043275236
14 -0.0012544459,6.422987e-05,0.0032169458,0.0009132763,-0.013006535,-0.00043090674 0.000826853,1.5089059e-05,0.0026887462,0.0015876242,0.0115030585,0.00028688787
15 -0.000665576,5.2496936e-05,0.003825338,0.0010445877,-0.009246711,-0.000593577 0.00055907515,6.820396e-05,0.0036714517,0.0018076302,0.008433879,0.0004564389
16 -0.0006240199,4.7470297e-05,0.0038314182,0.0010458997,-0.009027961,-0.0005980591 0.0005322208,6.6931e-05,0.003789916,0.0018191002,0.008267842,0.00048452546
17 -0.0006196536,4.2174142e-05,0.003716242,0.0010126526,-0.008718354,-0.00058700837 0.0005241406,6.536835e-05,0.0037096688,0.0017639468,0.007969512,0.0004737834
18 -0.0008045333,5.2867847e-05,0.0036906637,0.0010095664,-0.009584881,-0.0005708939 0.0006181383,5.6365774e-05,0.0034925344,0.0017211911,0.008655218,0.00041482106
19 -0.00080377556,5.3962918e-05,0.0038537506,0.0010598421,-0.009924861,-0.00057193567 0.00057829707,7.2420495e-05,0.0036220541,0.0017946769,0.008986264,0.00045511397
20 -0.00078213133,5.603587e-05,0.003981744,0.001104763,-0.010105975,-0.00058707583 0.00055530685,7.833271e-05,0.0037305276,0.0018488857,0.009177679,0.00047280642
21 -0.0007180748,6.0381535e-05,0.0039593447,0.0010970413,-0.009736029,-0.0006219948 0.0005729295,6.794376e-05,0.0038161108,0.0018549671,0.008867689,0.00045484904
22 -0.0007391286,5.9017548e-05,0.0039319755,0.0010867455,-0.009819858,-0.0006137995 0.00058409665,6.592605e-05,0.003769039,0.0018393022,0.008933076,0.00044694648
23 -0.0010573493,4.519118e-05,0.0033955334,0.0009591667,-0.011837361,-0.0004636807 0.0007281132,6.3553234e-05,0.0030408814,0.00163552,0.010570464,0.0003134976
24 -0.0007437768,5.8084504e-05,0.004021326,0.0011113891,-0.009841673,-0.00062569964 0.00056640117,6.617996e-05,0.0038362653,0.0018597763,0.008954377,0.00045443873
25 -0.00087288837,5.2040916e-05,0.003874506,0.0010521812,-0.010470667,-0.0005091623 0.000510709,6.116951e-05,0.0034044855,0.0017612273,0.009434654,0.00045226296
26 -0.00079628115,6.356721e-05,0.0040204707,0.0011148119,-0.010201477,-0.0006222136 0.00061504234,6.517809e-05,0.0038253614,0.0018752747,0.009252724,0.00045144768
27 -0.0013093966,8.5715e-05,0.002625351,0.0011494244,-0.024201356,-0.00036033645 0.0007959275,8.406592e-05,0.0020847623,0.0016416815,0.021639198,0.00034699548
28 -0.0009980997,6.9948685e-05,0.0023507671,0.0010836418,-0.02651832,-0.0002628314 0.00084930426,4.509792e-05,0.0019190876,0.0016539347,0.02401909,0.00030492735
29 -0.0012777015,0.0001395928,0.0027882014,0.001466049,-0.0359866,-3.9590122e-05 0.0012002082,0.00016357291,0.0019008543,0.0020959259,0.032826886,0.00020833804
30 -0.0012617145,5.4740358e-05,0.003626966,0.0015940926,-0.037492618,-0.00019118549 0.0005163732,8.699582e-05,0.0021626337,0.0020708907,0.03404703,0.0004955944
31 -0.0021370675,1.30738845e-05,0.004140144,0.0013064385,-0.024409547,-0.00033184214 0.00047594853,5.2260148e-05,0.0025706256,0.0018535699,0.021289121,0.00055331446
32 -0.0014607664,2.5910893e-05,0.0031610099,0.0008707876,-0.0135953035,-0.0003368904 0.00080723397,3.046387e-05,0.0025634305,0.0015119708,0.01195189,0.00026098097
