2 -0.00029261864,5.884206e-05,0.00026221003,0.00043210102,-0.004110919,-0.00011092528 -0.00029519058,-2.89576e-05,-3.795732e-05,-0.00030574182,-0.0033089076,-9.636781e-05
3 -0.00030836381,7.1534654e-05,0.00028266484,0.00043154773,-0.004222958,-0.00013734936 -0.0003143608,-3.5130146e-05,-0.000104868785,-0.0003457798,-0.0033958838,-0.00010665267
4 -0.00033476754,7.608008e-05,0.000113058624,0.00042876948,-0.0048815757,-0.00013923712 -0.00040233048,-3.484752e-05,-8.483347e-05,-0.0003556887,-0.0039284774,-8.986156e-05
5 -0.0003627312,8.074791e-05,-0.000109202214,0.0004070392,-0.005277964,-0.00013602518 -0.0004323749,-3.592416e-05,1.4445522e-05,-0.00033154935,-0.0042583602,-6.2392806e-05
6 -0.00040180617,0.0001027897,-4.394955e-05,0.00048394443,-0.005553963,-0.00016148726 -0.0005463989,-5.801035e-05,-0.00015112384,-0.00042373314,-0.0046699974,-2.8227023e-05
7 -0.00041042568,0.000105585896,5.2353476e-05,0.0005350694,-0.005255423,-0.00017018884 -0.0005589291,-6.893022e-05,-0.00021778575,-0.00044566032,-0.004477374,-1.501563e-05
8 -0.00042024156,8.374494e-05,3.280393e-05,0.000535997,-0.0047042076,-0.00013675343 -0.0004275148,-3.6805828e-05,6.0248094e-05,-0.00029610776,-0.003822246,-1.0393543e-05
9 -0.00044747948,6.375575e-05,9.0080415e-05,0.00052668847,-0.003980429,-9.803292e-05 -0.00026089425,-6.429464e-06,0.00029140018,-0.00018097428,-0.0030032792,-4.0454418e-07
10 -0.00044004872,7.155613e-05,0.00019301771,0.0005428255,-0.0038741287,-8.624965e-05 -0.00021177907,7.4088985e-06,0.00032776728,-0.00015694064,-0.0028378654,-1.3241539e-05
11 -0.00044540592,7.9450634e-05,0.0003165793,0.0005394309,-0.0038797874,-9.164808e-05 -0.0002387805,-1.7778987e-06,0.000129836,-0.00024355127,-0.0028703208,-2.9025337e-05
12 -0.00042143263,6.461561e-05,0.00025236316,0.00050154445,-0.0044463617,-0.000108251195 -0.0003497403,-1.6798022e-05,6.500466e-05,-0.00026299618,-0.0035240587,-3.107074e-05
13 -0.00031387835,6.1517814e-05,0.00014504664,0.0004912047,-0.0036995006,-6.474893e-05 -0.00025229162,6.6463617e-06,0.00025248062,-0.00013355966,-0.0028347827,-4.6905297e-05
14 -0.00026953843,5.8361453e-05,0.00011078436,0.00048628903,-0.0036999108,-7.654734e-05 -0.0002123806,2.7393857e-05,0.00023198721,-7.887631e-05,-0.0028367718,-7.114968e-05
15 -0.0002570546,6.60652e-05,0.00027836085,0.0004874086,-0.0033968594,-7.772754e-05 -0.00020676624,2.7789236e-05,1.815378e-05,-0.00019481021,-0.0025680023,-7.203739e-05
16 -0.00025887726,6.9402384e-05,0.00024760977,0.00045125096,-0.0036652747,-8.10817e-05 -0.0002157527,2.010753e-05,-7.333437e-05,-0.00024823652,-0.0027832298,-6.890469e-05
17 -0.0002680419,6.549913e-05,0.00021541871,0.00043481047,-0.0036495228,-8.672828e-05 -0.00022414186,1.1092441e-05,-0.00011704898,-0.00027654666,-0.0028131711,-6.346048e-05
18 -0.00027734408,6.2163585e-05,0.0002093712,0.00046322276,-0.0036633783,-8.730807e-05 -0.00023216664,1.5059331e-05,-2.1923186e-05,-0.00022911816,-0.0028429653,-6.1365165e-05
19 -0.00027506312,5.4633725e-05,0.00020556136,0.000457619,-0.003648307,-8.7318804e-05 -0.00022712638,1.1790633e-05,7.3773454e-06,-0.00021912075,-0.0028342716,-6.3800675e-05
20 -0.00027974226,4.562815e-05,0.0001133045,0.00041120948,-0.003710552,-9.051103e-05 -0.00022662613,9.588815e-06,2.1382832e-06,-0.000220168,-0.002870577,-7.386657e-05
21 -0.00026301044,2.0443205e-05,-9.168846e-05,0.00032339667,-0.0034759594,-7.881147e-05 -0.00021749063,1.2390085e-05,2.1399112e-05,-0.00017101494,-0.0026733615,-6.379348e-05
22 -0.00027728768,1.11884665e-05,-0.00026624146,0.00028339613,-0.0036423365,-8.466867e-05 -0.00023224762,1.2625084e-05,6.495285e-05,-0.00013205838,-0.0028093073,-5.7153287e-05
23 -0.00034393198,1.3930955e-05,-0.0002785967,0.00033138713,-0.0049847015,-9.013738e-05 -0.00028744235,-9.331937e-06,0.00024461185,-0.00012295885,-0.0039035385,-4.027397e-05
24 -0.0003178362,8.838382e-06,-0.0002938567,0.00035291867,-0.0045631444,-9.299703e-05 -0.00026322206,1.5157854e-06,0.00038712093,-7.48843e-07,-0.0035787441,-4.8707825e-05
25 -0.00027180323,-1.7258324e-05,-0.000470812,0.000298458,-0.0045017167,-5.7005116e-05 -0.0002606484,1.7402559e-05,0.0005986847,0.0001527607,-0.0034576603,-4.639578e-05
26 -0.00024313509,-2.046517e-05,-0.00055615744,0.0003051108,-0.0038188738,-5.2353087e-05 -0.00022377798,3.467332e-05,0.00085806265,0.00030846836,-0.0029007646,-6.815075e-05
27 -0.00042100335,4.8782425e-05,-0.00011085051,0.00041118,-0.0063120304,-0.00015836157 -0.00040053567,-7.1802747e-06,0.00026263917,-0.00012547092,-0.0051003364,-9.355933e-05
28 -0.00045935682,4.3910804e-05,-6.307852e-05,0.0004227585,-0.005821298,-0.00015382178 -0.00042207536,-3.6348232e-05,0.00017421175,-0.00022121011,-0.0047202283,-8.1517435e-05
