0 0.0019983975,9.249493e-05,0.04155067,-0.00500152,0.025411187,-0.00074591476 0.0010854164,-0.0004997902,0.040027592,-0.0041077347,0.02716589,-0.0011086753
1 0.00223122,-5.4005e-05,0.03810685,-0.005712141,0.032571606,0.00019058323 0.0015285881,-0.0005769586,0.036412716,-0.00425781,0.032783266,0.00043447592
2 -0.0020656143,-0.0002118006,0.04049151,8.833358e-05,-0.031328328,-0.0013015121 -0.0019967523,-0.000480238,0.039451417,0.0013580116,-0.030016946,-0.00061018945
3 -0.002132583,-0.000214301,0.037578203,0.0007067825,-0.03251745,-0.001552654 -0.002062442,-0.00047800786,0.036291063,0.00064745714,-0.03130726,-0.0022511424
4 -0.0020754912,-0.00023869475,0.037437875,0.0016233298,-0.033198442,-0.00095042255 -0.001909463,-0.00037370514,0.03619563,-6.552643e-05,-0.03194903,-0.0023094115
5 -0.0016574683,-0.00037371946,0.037355296,8.247477e-05,-0.024062747,-0.0010803253 -0.0012515537,-0.0005805151,0.036239825,0.00066095847,-0.023883535,-0.0016236822
6 -0.0013976265,-0.00041856905,0.03962623,-0.00053921505,-0.019586897,-0.00061249075 -0.0011852263,-0.00057140697,0.038965967,0.00072998455,-0.019294254,-0.0010025633
7 -0.0010641624,-0.00038395874,0.034379113,-0.0007468075,-0.012035615,3.7358524e-05 -0.0009588949,-0.0005003189,0.034024026,0.0007948333,-0.012445831,-0.0015335546
8 -0.0010361947,-0.00041356173,0.038420573,-0.00012727875,-0.010938959,-0.0005655537 -0.00081152696,-0.00049309165,0.03805566,0.00037781545,-0.011206925,-0.0011839138
9 -0.0010426155,-0.00051011355,0.0457876,-2.481568e-05,-0.012108085,-0.0010594508 -0.0009328995,-0.0005597311,0.04538104,0.0005835117,-0.012054238,-0.0016590398
10 -0.00083584717,-0.0005264931,0.045660365,-0.00031963567,-0.010238014,-0.00039300747 -0.0008089611,-0.0005677265,0.045117944,0.00073032215,-0.010217684,-0.0011865104
11 -0.0006350557,-0.00041180736,0.036116328,-0.00071662286,-0.0054099034,-0.00011059064 -0.00061089103,-0.0005142702,0.03560038,0.00029403437,-0.005750342,-0.001237381
12 0.0025881268,4.295774e-05,0.040407952,-0.005192903,0.03590288,0.0023240116 0.001704712,-0.00046097417,0.037622802,-0.004007622,0.036987375,0.0027458225
13 0.0015746211,-2.4415092e-05,0.041410368,-0.0034317751,0.02379516,0.00028229834 0.00093815784,-0.00031515557,0.04027455,-0.002961735,0.02438464,0.00020943809
14 0.0017793658,-0.00016994454,0.04214029,-0.0032892711,0.02493926,-1.081276e-05 0.0011752418,-0.00046391189,0.040398654,-0.004131901,0.026698545,-0.00020704031
15 0.0013971697,-0.0003026986,0.033379648,-0.0022552235,0.026092768,-0.00047820166 0.0012270702,-0.0004176511,0.03155457,-0.0010451128,0.02660832,-0.0010488501
16 0.0009204739,-0.00039989766,0.039699886,-0.0020171378,0.018072532,-0.00075973396 0.00058132614,-0.0005549728,0.037857108,-0.00023756798,0.01823557,-0.00034805585
17 -0.0004900947,-0.00048170597,0.028920986,-0.0011511936,-0.0023890184,-0.00018484153 -0.00013908562,-0.00056895544,0.028421903,-2.2776441e-05,-0.0031487274,-0.00023803551
18 -0.0009596659,-0.0004529557,0.03334135,-0.00043230507,-0.013249686,0.00031040306 -0.0004981707,-0.0006112209,0.032491274,0.00093276665,-0.01446881,0.00020529135
19 -0.0022279753,-0.0002800386,0.0432401,0.0013871948,-0.032686405,-0.0011735356 -0.0023567914,-0.00039571707,0.042272545,7.723478e-05,-0.030975893,-0.0011822503
